age	voted
67	yes
61	yes
41	yes
56	yes
65	yes
64	yes
25	yes
72	no
39	yes
23	yes
19	no
42	yes
26	no
19	no
77	yes
46	yes
35	yes
66	yes
68	yes
63	yes
40	yes
26	no
80	yes
53	yes
35	yes
34	yes
30	yes
80	no
72	yes
31	no
80	yes
25	yes
55	yes
80	yes
51	yes
63	no
64	no
63	yes
75	no
32	no
80	no
68	yes
22	yes
25	yes
47	yes
30	yes
61	no
55	yes
32	yes
71	yes
53	no
70	yes
42	yes
71	yes
21	yes
71	yes
41	no
42	yes
66	yes
44	yes
38	no
35	yes
28	yes
65	yes
33	yes
76	yes
79	yes
41	yes
30	no
43	yes
49	yes
20	no
63	yes
48	yes
58	yes
68	yes
27	yes
41	no
62	no
58	yes
80	yes
35	yes
66	yes
66	yes
71	no
80	yes
34	yes
63	yes
23	yes
59	yes
43	yes
69	yes
37	yes
69	yes
24	yes
62	yes
61	yes
69	yes
46	no
72	yes
30	no
66	no
66	yes
54	yes
74	yes
39	yes
60	yes
22	yes
69	yes
59	yes
65	yes
50	yes
50	yes
23	no
57	yes
56	yes
70	yes
38	no
75	yes
36	yes
49	yes
28	yes
56	no
28	yes
69	yes
67	yes
18	no
80	yes
36	yes
74	yes
66	no
41	yes
29	yes
42	yes
74	yes
33	no
33	yes
56	yes
61	yes
29	yes
47	yes
24	yes
66	yes
53	yes
57	no
49	yes
46	yes
37	no
39	yes
18	no
79	yes
39	yes
67	yes
40	no
36	no
65	yes
31	no
67	yes
23	yes
75	yes
29	yes
26	no
41	yes
57	yes
59	yes
25	yes
57	yes
68	yes
80	yes
58	no
38	no
54	yes
57	yes
77	yes
42	yes
58	yes
70	yes
35	no
50	no
80	yes
58	yes
47	yes
29	yes
74	yes
49	yes
73	yes
73	yes
36	no
52	yes
53	yes
35	no
41	yes
50	yes
43	yes
46	no
80	no
36	yes
48	yes
29	no
66	yes
69	yes
80	yes
50	yes
39	yes
29	no
66	yes
53	yes
36	yes
64	yes
35	no
34	no
54	yes
28	yes
66	yes
32	no
56	yes
40	no
68	yes
80	yes
74	yes
31	yes
28	yes
75	yes
44	yes
27	no
74	yes
38	yes
64	yes
56	yes
72	yes
63	yes
31	yes
27	yes
58	yes
38	yes
53	yes
58	yes
51	yes
41	no
38	yes
72	yes
37	no
73	yes
51	yes
80	yes
71	yes
21	yes
53	yes
79	yes
74	yes
57	no
56	no
61	yes
30	yes
66	no
74	yes
78	yes
78	yes
68	yes
66	yes
22	no
79	yes
54	yes
63	yes
60	no
63	yes
27	yes
52	yes
49	yes
38	yes
40	yes
32	yes
29	yes
79	yes
80	yes
71	yes
24	yes
44	no
59	yes
38	yes
60	yes
38	no
39	no
71	yes
29	no
42	yes
80	yes
52	yes
49	no
69	yes
60	no
69	yes
27	no
30	no
56	yes
33	yes
65	yes
73	yes
20	no
24	no
20	yes
35	yes
23	yes
57	yes
66	yes
62	no
65	yes
67	yes
49	no
36	yes
26	no
59	yes
30	yes
38	yes
51	yes
80	yes
80	yes
37	yes
43	yes
65	yes
76	yes
56	yes
39	yes
40	no
80	yes
36	yes
28	yes
62	yes
59	yes
74	yes
71	no
28	no
44	yes
80	yes
59	yes
69	yes
47	yes
39	yes
80	yes
58	yes
62	yes
48	yes
35	yes
43	no
37	no
43	yes
59	yes
24	yes
80	yes
55	yes
50	yes
22	yes
78	yes
20	yes
79	no
42	yes
55	yes
18	no
18	yes
36	yes
57	no
61	yes
21	no
54	yes
73	no
39	yes
67	yes
75	yes
39	yes
80	yes
74	yes
41	yes
50	yes
32	no
47	yes
46	no
62	yes
45	yes
52	yes
52	yes
70	yes
52	yes
74	no
66	yes
70	yes
18	yes
24	yes
55	yes
53	yes
40	yes
39	yes
52	yes
54	yes
39	yes
64	no
30	no
31	yes
40	no
80	yes
62	yes
33	yes
37	yes
52	yes
48	yes
36	yes
33	yes
68	no
51	yes
25	no
62	yes
54	yes
80	yes
48	yes
37	no
79	yes
80	yes
72	yes
69	yes
41	yes
68	yes
63	yes
54	yes
58	yes
69	yes
65	yes
46	yes
52	yes
55	yes
27	no
60	yes
56	yes
69	yes
66	yes
46	no
65	yes
50	yes
50	yes
29	yes
35	yes
61	yes
51	yes
29	yes
67	yes
53	yes
62	yes
62	yes
30	yes
55	yes
31	yes
53	yes
66	no
80	yes
59	yes
68	no
49	yes
70	yes
36	yes
49	yes
19	yes
38	yes
66	yes
42	yes
34	yes
30	yes
47	no
66	no
73	yes
26	yes
80	no
50	yes
54	no
31	yes
34	yes
30	yes
68	no
30	yes
71	yes
55	yes
18	yes
29	yes
55	yes
49	no
37	yes
48	yes
60	yes
74	yes
63	yes
71	no
48	yes
70	yes
60	no
38	yes
42	yes
64	yes
53	yes
49	yes
80	yes
69	no
79	yes
45	yes
32	yes
65	yes
29	yes
80	yes
58	yes
18	no
75	no
20	yes
35	yes
62	yes
65	yes
66	no
76	yes
54	yes
55	yes
45	yes
71	no
73	no
39	yes
37	yes
35	yes
59	yes
40	yes
32	yes
24	yes
65	yes
71	yes
73	yes
23	yes
43	yes
67	yes
74	yes
55	yes
33	yes
68	no
65	yes
38	yes
72	yes
57	no
33	yes
22	no
69	yes
44	no
44	no
23	no
19	yes
66	yes
63	yes
62	no
60	no
59	yes
42	yes
30	yes
27	yes
66	yes
55	yes
72	yes
18	no
80	no
28	no
71	yes
70	yes
38	yes
46	no
44	yes
79	yes
43	yes
43	yes
61	yes
61	yes
60	yes
23	yes
41	yes
49	yes
39	yes
32	no
46	yes
43	yes
58	no
25	yes
37	no
60	no
34	no
37	yes
40	yes
43	yes
21	yes
64	no
46	yes
41	yes
32	yes
67	yes
73	yes
36	yes
76	yes
80	yes
21	no
77	yes
29	yes
42	no
43	yes
45	no
49	yes
75	no
39	yes
73	yes
26	yes
59	yes
25	yes
28	yes
22	yes
40	no
56	yes
32	yes
78	yes
72	yes
34	yes
70	yes
26	yes
27	yes
74	yes
64	no
80	yes
58	yes
56	yes
68	yes
78	yes
20	no
33	no
80	yes
35	no
63	yes
70	yes
27	yes
62	yes
29	yes
61	yes
19	yes
27	no
31	yes
50	yes
55	yes
30	no
25	no
20	yes
47	no
61	yes
29	yes
70	yes
56	yes
59	yes
73	yes
71	yes
32	yes
49	yes
43	yes
39	yes
46	no
47	no
72	yes
68	yes
47	yes
74	yes
73	no
31	yes
60	yes
54	no
54	yes
76	yes
67	no
59	yes
30	yes
62	yes
24	yes
20	yes
59	yes
54	no
59	yes
39	no
28	no
47	yes
61	yes
37	yes
70	no
69	yes
64	no
48	yes
54	yes
74	yes
28	no
44	no
31	yes
43	yes
36	yes
80	yes
53	yes
37	yes
48	yes
56	yes
32	yes
30	yes
34	no
80	yes
46	yes
64	yes
44	yes
38	yes
76	yes
42	yes
24	no
28	yes
52	yes
32	yes
62	yes
41	yes
19	no
74	yes
40	yes
26	yes
46	yes
41	yes
24	no
46	yes
34	yes
76	yes
71	no
52	yes
78	yes
56	yes
38	no
63	yes
65	yes
44	no
62	yes
29	yes
56	yes
55	yes
34	yes
80	yes
30	yes
55	yes
30	yes
66	no
31	yes
41	yes
71	no
60	yes
58	yes
36	yes
60	yes
77	yes
40	yes
61	yes
45	yes
21	yes
27	yes
28	yes
37	yes
24	no
72	yes
60	yes
29	yes
70	yes
65	yes
60	yes
64	yes
61	no
62	yes
70	yes
40	yes
36	yes
68	yes
56	yes
29	no
58	yes
25	yes
72	yes
47	no
50	no
46	no
60	yes
66	yes
26	no
71	yes
40	yes
75	yes
49	yes
57	yes
29	no
57	yes
57	no
36	yes
74	yes
63	yes
42	yes
28	no
69	yes
56	yes
23	yes
62	yes
58	no
34	yes
54	yes
20	yes
54	yes
71	yes
20	no
44	no
30	yes
58	yes
75	yes
58	no
71	yes
64	yes
66	yes
44	yes
75	yes
26	yes
69	yes
51	yes
29	yes
46	yes
30	no
33	no
65	no
72	yes
31	yes
80	yes
39	yes
35	no
26	yes
37	yes
80	yes
34	yes
66	yes
36	yes
63	yes
60	yes
73	yes
55	yes
27	yes
22	yes
77	yes
26	yes
60	yes
64	yes
19	yes
42	yes
80	yes
65	yes
80	yes
39	yes
76	yes
44	yes
29	no
59	yes
37	yes
66	yes
71	yes
35	yes
47	yes
40	yes
80	no
19	yes
19	yes
38	yes
73	yes
41	yes
54	yes
21	yes
20	yes
48	yes
72	yes
80	yes
42	yes
26	no
35	no
53	yes
77	no
25	no
66	yes
63	yes
40	no
69	yes
48	no
29	yes
37	yes
24	yes
28	no
37	yes
68	no
70	yes
80	yes
66	yes
46	yes
19	no
60	yes
57	no
58	yes
76	yes
80	no
75	yes
58	yes
51	no
23	no
47	yes
73	yes
48	yes
66	yes
47	yes
67	yes
62	yes
40	yes
41	yes
74	yes
38	yes
65	yes
46	yes
35	yes
71	yes
51	yes
52	yes
62	no
39	no
74	yes
19	yes
70	yes
28	no
56	yes
62	yes
27	yes
45	yes
24	yes
65	yes
76	yes
19	no
39	yes
36	yes
45	yes
69	yes
21	yes
46	no
44	yes
60	yes
67	yes
77	yes
57	yes
37	no
71	yes
28	no
49	yes
57	yes
49	yes
70	no
77	yes
47	yes
80	no
30	yes
33	no
61	yes
29	yes
65	yes
28	yes
36	yes
71	no
35	yes
50	yes
68	yes
55	yes
60	yes
39	yes
51	yes
55	yes
58	yes
70	yes
27	yes
52	no
28	yes
40	yes
38	yes
46	yes
33	yes
69	yes
44	yes
53	yes
71	no
67	yes
59	yes
67	yes
26	no
43	yes
51	no
35	no
72	no
66	yes
50	yes
41	yes
25	no
46	yes
50	yes
41	yes
45	yes
69	yes
80	yes
39	yes
38	yes
38	no
41	yes
26	yes
40	yes
51	yes
46	yes
64	yes
35	no
62	yes
70	no
50	yes
67	yes
73	yes
33	no
31	no
20	yes
55	yes
70	yes
39	yes
51	yes
61	no
23	no
32	yes
69	yes
57	no
23	no
51	no
38	no
73	yes
69	yes
37	yes
46	yes
73	yes
65	yes
34	yes
28	yes
27	yes
55	yes
65	yes
71	yes
30	yes
50	yes
74	yes
53	no
29	yes
72	yes
48	yes
69	yes
36	no
26	yes
23	yes
60	yes
54	no
27	yes
45	yes
69	yes
30	yes
80	yes
65	yes
76	yes
39	yes
60	yes
40	yes
37	no
42	yes
63	yes
54	yes
25	yes
29	yes
25	yes
73	yes
22	no
80	yes
36	yes
39	yes
35	yes
25	yes
29	yes
48	yes
64	yes
80	yes
65	yes
56	no
39	yes
56	yes
65	yes
80	yes
48	yes
65	yes
30	yes
39	yes
22	yes
69	no
46	no
37	yes
31	yes
65	yes
67	yes
80	yes
57	yes
56	yes
31	yes
44	yes
33	yes
70	yes
39	yes
62	no
45	yes
18	no
22	yes
29	yes
24	yes
33	yes
55	yes
34	yes
70	yes
60	yes
32	yes
41	no
48	yes
51	yes
53	yes
80	no
34	yes
65	yes
58	yes
75	yes
42	yes
34	yes
50	yes
40	yes
71	yes
53	yes
43	yes
64	yes
47	yes
58	yes
52	yes
61	yes
80	no
69	yes
57	no
71	yes
32	yes
70	yes
40	yes
66	yes
33	no
65	yes
58	yes
40	yes
53	yes
70	yes
35	no
74	yes
49	yes
79	yes
33	yes
60	yes
67	yes
42	yes
75	yes
60	no
33	no
59	yes
27	yes
67	yes
50	yes
74	yes
37	yes
41	yes
76	yes
51	yes
76	yes
73	yes
36	yes
58	yes
41	yes
23	yes
50	yes
70	yes
61	yes
44	yes
24	yes
71	yes
45	yes
73	yes
59	yes
21	no
41	yes
61	no
18	yes
50	yes
40	no
28	no
34	yes
30	yes
39	yes
33	yes
72	yes
69	no
57	yes
72	yes
44	yes
57	yes
67	no
54	yes
67	no
72	yes
31	yes
69	yes
33	yes
57	yes
46	yes
73	yes
64	yes
18	no
66	no
36	no
64	yes
45	yes
41	yes
29	no
53	yes
65	no
62	yes
79	yes
62	yes
73	yes
64	yes
52	yes
54	yes
41	yes
72	yes
29	yes
43	yes
31	yes
69	yes
39	yes
71	yes
43	yes
23	yes
77	no
47	yes
26	no
29	no
30	yes
43	yes
50	yes
46	yes
64	yes
44	yes
30	yes
27	yes
53	no
68	yes
66	yes
26	yes
47	yes
75	yes
43	no
65	yes
39	no
56	yes
80	yes
40	no
40	yes
33	yes
24	yes
80	no
57	yes
71	yes
37	no
18	no
28	yes
60	yes
38	no
41	yes
65	yes
67	yes
66	yes
46	yes
40	yes
73	yes
71	no
80	yes
34	yes
27	yes
22	yes
48	yes
28	yes
79	yes
31	yes
70	yes
80	yes
55	yes
60	yes
57	yes
68	yes
73	yes
75	yes
27	yes
20	yes
32	yes
37	yes
78	yes
53	yes
26	yes
55	yes
20	yes
58	yes
75	yes
65	yes
50	yes
67	no
60	yes
80	yes
64	yes
24	yes
74	no
60	yes
65	yes
75	yes
30	yes
30	no
45	yes
60	yes
66	yes
35	yes
40	yes
80	yes
38	yes
60	no
26	no
60	yes
70	yes
49	no
54	no
43	yes
57	yes
34	no
65	yes
68	yes
68	yes
28	no
67	no
72	no
62	yes
46	yes
35	yes
49	no
27	yes
61	yes
61	yes
62	yes
55	yes
56	no
23	yes
80	yes
80	yes
80	no
39	yes
18	yes
29	yes
67	yes
68	yes
22	yes
41	yes
41	yes
36	no
30	yes
53	yes
47	yes
43	yes
63	yes
22	no
80	no
73	yes
31	yes
57	yes
71	yes
64	yes
69	yes
67	yes
58	yes
19	yes
42	no
24	no
77	yes
37	yes
55	yes
69	yes
68	yes
24	yes
59	yes
29	no
73	yes
77	no
53	yes
53	yes
68	yes
40	yes
25	no
40	yes
43	no
51	yes
57	yes
65	yes
80	yes
48	yes
38	no
31	yes
65	yes
41	no
80	no
40	no
38	yes
68	no
30	yes
65	yes
66	yes
51	yes
51	yes
20	yes
32	yes
41	yes
57	yes
67	no
52	yes
76	yes
65	yes
72	no
47	yes
40	yes
32	yes
66	yes
64	yes
67	yes
31	no
72	yes
24	no
29	yes
39	yes
52	yes
57	yes
56	yes
27	yes
46	yes
57	yes
75	yes
54	no
71	yes
42	yes
58	yes
40	yes
19	yes
53	yes
72	yes
44	no
36	yes
25	yes
55	yes
33	yes
78	yes
80	no
47	yes
55	yes
18	yes
65	yes
43	no
72	yes
51	yes
35	yes
75	no
80	yes
33	no
68	no
27	yes
33	no
30	yes
53	yes
27	yes
50	yes
37	yes
63	yes
25	no
71	no
55	yes
52	no
31	yes
52	yes
66	yes
66	yes
57	yes
39	yes
21	yes
34	yes
35	yes
80	yes
75	no
43	no
21	yes
25	yes
45	no
35	no
39	yes
71	yes
44	yes
68	yes
35	yes
63	no
72	yes
74	yes
76	yes
26	no
39	yes
31	no
34	no
38	no
58	no
63	yes
73	yes
43	yes
80	yes
29	yes
71	yes
49	yes
63	yes
34	yes
65	yes
31	yes
67	yes
65	yes
50	yes
71	yes
73	yes
50	yes
41	yes
18	yes
77	yes
19	yes
40	yes
74	yes
37	no
75	yes
80	yes
69	yes
59	yes
22	yes
30	no
44	yes
64	yes
61	yes
29	yes
78	yes
71	yes
66	yes
52	yes
41	no
31	yes
66	no
41	yes
24	yes
29	no
36	yes
41	yes
80	yes
57	yes
66	yes
45	yes
25	no
28	yes
72	no
36	yes
21	yes
64	yes
47	yes
28	yes
40	no
27	yes
19	yes
39	yes
20	no
46	yes
55	yes
56	yes
68	yes
74	yes
28	yes
68	yes
21	yes
61	yes
72	yes
72	yes
59	no
62	yes
35	yes
38	yes
21	yes
48	yes
41	yes
46	yes
34	no
44	yes
61	yes
48	yes
35	no
35	no
68	yes
60	yes
70	yes
63	yes
47	yes
68	no
66	yes
30	yes
25	no
52	yes
37	yes
75	yes
50	yes
63	yes
39	yes
63	yes
47	yes
32	yes
67	yes
61	yes
35	no
77	no
53	no
23	no
27	no
80	yes
79	yes
49	no
57	yes
70	yes
33	yes
60	yes
32	yes
55	yes
67	yes
29	yes
34	yes
60	yes
57	yes
80	no
24	no
75	yes
38	yes
32	no
29	yes
71	yes
61	yes
37	yes
66	yes
37	yes
75	yes
29	yes
56	yes
31	no
65	yes
33	yes
64	no
39	yes
29	yes
42	yes
29	yes
53	no
80	yes
67	yes
73	yes
70	yes
33	yes
53	yes
58	yes
39	yes
45	no
65	yes
66	yes
51	yes
51	no
55	yes
29	yes
32	yes
26	no
73	yes
74	yes
46	yes
48	yes
54	yes
27	yes
32	no
42	yes
36	yes
47	yes
39	yes
52	yes
60	yes
80	yes
64	yes
61	yes
72	yes
58	no
75	yes
77	yes
67	yes
65	yes
58	yes
67	yes
49	yes
55	yes
25	no
67	yes
33	yes
38	no
44	yes
80	no
27	yes
76	yes
33	yes
72	yes
53	yes
80	yes
68	yes
42	yes
74	yes
68	yes
55	yes
35	yes
80	yes
60	yes
80	yes
74	yes
29	yes
61	yes
43	yes
68	yes
57	yes
23	no
78	yes
64	yes
76	yes
58	yes
68	yes
68	yes
59	yes
41	no
30	yes
69	yes
21	yes
34	no
49	yes
62	yes
46	no
52	yes
57	yes
44	no
40	yes
44	yes
44	yes
72	yes
36	yes
56	yes
66	yes
66	yes
48	yes
44	yes
30	no
80	yes
80	yes
30	yes
36	yes
34	yes
59	yes
51	no
80	yes
80	yes
25	yes
38	yes
61	yes
38	yes
33	yes
70	yes
28	yes
34	no
66	yes
34	yes
40	yes
60	yes
20	yes
60	yes
56	yes
68	yes
56	no
56	no
39	yes
38	yes
65	yes
22	yes
39	yes
66	yes
44	yes
46	yes
80	yes
49	yes
50	yes
70	yes
57	yes
41	yes
46	yes
80	yes
38	yes
33	no
34	no
33	no
19	no
26	no
29	no
38	yes
56	yes
75	yes
29	no
47	no
54	yes
60	yes
27	no
25	no
35	yes
56	yes
37	no
56	yes
49	yes
28	yes
40	yes
68	yes
61	no
45	no
78	yes
71	yes
63	yes
61	yes
66	yes
36	yes
77	yes
80	yes
65	yes
55	no
33	yes
60	yes
65	yes
74	yes
48	yes
30	yes
24	yes
38	yes
63	yes
33	yes
75	yes
64	yes
37	no
51	yes
57	yes
27	yes
46	no
41	yes
37	yes
42	yes
52	no
28	no
66	yes
44	yes
56	no
26	yes
28	yes
35	no
60	yes
67	no
75	yes
29	yes
70	yes
76	yes
78	yes
48	yes
52	no
28	yes
32	no
37	yes
45	yes
61	yes
52	no
32	yes
30	yes
44	yes
59	no
76	yes
27	yes
55	yes
75	yes
48	yes
32	yes
44	yes
77	yes
52	yes
65	yes
66	yes
36	no
80	yes
30	yes
18	yes
47	yes
54	yes
46	no
38	yes
60	yes
80	no
41	yes
71	yes
27	yes
70	yes
78	yes
64	yes
51	no
32	yes
54	yes
56	yes
44	yes
69	yes
26	yes
26	yes
69	yes
48	no
49	yes
33	no
19	yes
47	yes
38	yes
45	yes
62	yes
32	no
53	yes
59	yes
27	yes
54	yes
48	yes
56	yes
36	no
63	yes
80	yes
48	yes
25	no
21	yes
41	yes
57	yes
66	no
63	yes
80	yes
64	yes
24	yes
47	yes
31	yes
30	yes
40	yes
67	yes
57	yes
28	yes
18	no
66	no
69	yes
59	yes
23	yes
34	yes
38	yes
64	yes
57	yes
35	yes
43	yes
73	yes
30	no
28	no
31	yes
54	yes
40	yes
66	yes
32	no
58	yes
34	yes
78	yes
35	yes
39	yes
61	yes
59	yes
47	yes
59	yes
21	yes
37	yes
22	yes
49	yes
31	yes
21	yes
32	yes
73	yes
42	yes
42	yes
51	yes
42	yes
65	yes
57	yes
70	no
65	yes
60	yes
63	yes
80	yes
59	no
47	yes
71	yes
69	yes
32	yes
66	yes
67	yes
36	yes
53	yes
56	yes
66	no
26	no
24	no
29	yes
60	yes
51	yes
76	yes
38	yes
27	no
49	yes
47	yes
73	yes
44	yes
24	yes
66	yes
53	yes
36	yes
41	no
43	yes
58	yes
60	yes
76	yes
30	no
65	yes
49	yes
74	no
66	yes
60	no
54	yes
59	yes
29	yes
27	yes
60	no
64	yes
56	yes
48	no
80	yes
75	yes
47	yes
43	yes
80	yes
41	no
70	yes
69	yes
51	no
57	yes
70	yes
61	yes
79	yes
41	yes
74	yes
30	yes
19	no
76	yes
56	yes
35	yes
29	no
53	yes
58	yes
38	yes
71	yes
45	no
70	yes
57	yes
34	yes
59	yes
67	yes
30	yes
60	yes
80	no
65	yes
36	yes
54	yes
75	yes
41	no
45	yes
80	yes
27	yes
65	yes
68	yes
70	yes
34	no
70	yes
26	yes
75	yes
19	no
61	no
66	no
74	yes
76	yes
80	yes
67	yes
57	yes
32	no
76	yes
58	no
73	yes
59	no
28	no
71	yes
69	yes
34	yes
25	no
68	yes
55	yes
24	yes
72	yes
36	no
62	no
45	yes
38	yes
60	yes
62	yes
54	yes
54	yes
33	yes
46	yes
80	yes
54	yes
58	yes
20	yes
50	yes
53	no
36	yes
39	yes
62	yes
38	no
50	yes
64	yes
64	no
44	yes
75	yes
62	yes
38	yes
37	no
56	yes
25	yes
80	yes
37	yes
77	yes
54	yes
62	no
38	yes
80	yes
32	yes
54	yes
67	yes
29	yes
49	no
80	yes
27	no
45	yes
52	yes
22	yes
37	yes
67	yes
22	yes
27	yes
33	yes
58	no
59	yes
26	yes
59	yes
80	no
41	yes
48	yes
69	yes
65	yes
64	yes
79	no
39	yes
48	yes
66	yes
67	yes
24	yes
52	yes
73	yes
69	no
55	yes
37	yes
51	yes
24	yes
31	yes
36	no
58	yes
30	yes
26	yes
68	yes
67	yes
62	yes
26	yes
35	no
31	yes
33	yes
59	yes
28	yes
39	no
19	yes
46	yes
62	yes
20	yes
66	yes
41	no
42	yes
33	no
34	no
38	yes
38	yes
66	yes
39	yes
27	yes
65	yes
36	no
30	no
49	yes
80	yes
42	yes
80	yes
72	yes
45	no
68	yes
62	yes
80	yes
73	yes
79	yes
55	yes
73	yes
80	no
47	yes
21	no
68	yes
37	yes
61	yes
77	no
52	yes
61	yes
43	yes
69	yes
53	yes
55	yes
69	yes
53	yes
64	yes
56	yes
60	yes
66	yes
38	yes
77	no
75	yes
53	yes
60	yes
73	yes
77	yes
32	yes
40	no
53	yes
65	yes
42	yes
60	yes
59	no
76	yes
55	yes
44	yes
66	yes
62	yes
75	yes
35	yes
47	yes
52	yes
61	yes
27	yes
43	yes
29	yes
73	yes
54	yes
50	yes
56	yes
40	yes
68	yes
63	yes
64	yes
25	no
29	no
68	yes
62	yes
80	no
24	yes
32	yes
26	yes
64	no
80	yes
59	yes
79	yes
39	no
76	yes
23	yes
65	yes
62	yes
63	yes
28	yes
80	yes
65	yes
38	yes
41	yes
33	no
64	no
46	yes
80	yes
61	no
80	yes
31	no
23	yes
63	yes
47	yes
69	yes
48	no
66	yes
58	yes
68	yes
56	yes
73	yes
46	no
59	yes
66	yes
20	yes
60	yes
78	yes
52	yes
72	yes
29	no
45	yes
74	no
63	no
47	yes
65	yes
71	yes
37	no
20	yes
80	no
47	yes
68	yes
44	yes
59	no
70	yes
73	yes
26	yes
25	no
22	yes
71	yes
41	yes
20	yes
76	yes
33	yes
38	yes
20	no
76	yes
22	no
80	yes
37	yes
47	yes
59	yes
77	yes
50	yes
35	no
52	yes
56	yes
62	yes
49	no
27	yes
51	yes
31	no
34	yes
40	no
50	yes
42	no
37	yes
61	yes
50	yes
62	no
64	yes
40	yes
29	yes
69	yes
63	yes
69	yes
26	yes
59	yes
65	yes
73	yes
51	yes
51	yes
64	yes
46	yes
31	yes
62	yes
46	yes
41	no
63	yes
34	yes
72	yes
68	yes
55	yes
35	yes
60	no
64	yes
46	yes
25	yes
50	yes
41	no
33	yes
70	yes
36	yes
20	yes
53	no
33	yes
24	yes
49	yes
41	yes
71	yes
80	yes
26	yes
80	yes
36	yes
57	yes
29	no
63	yes
18	no
30	yes
36	no
54	no
37	yes
78	no
38	yes
28	yes
41	yes
57	yes
36	yes
76	no
33	no
51	yes
59	yes
69	yes
64	yes
67	no
77	yes
34	yes
57	yes
72	yes
42	yes
69	yes
46	yes
36	yes
69	yes
50	yes
49	yes
50	yes
46	yes
71	yes
76	yes
25	no
28	no
37	no
70	yes
45	no
62	yes
46	yes
65	yes
65	yes
44	yes
28	yes
30	yes
80	yes
41	no
58	yes
29	yes
78	yes
50	yes
35	no
75	yes
60	yes
45	yes
74	yes
44	yes
35	yes
66	yes
25	yes
35	yes
19	no
75	no
80	yes
37	yes
63	yes
28	yes
71	yes
59	no
49	yes
61	yes
30	yes
75	no
68	no
48	yes
27	yes
72	yes
36	yes
72	yes
24	yes
27	no
50	yes
54	yes
30	yes
74	no
50	yes
56	yes
78	yes
45	yes
40	no
41	yes
36	yes
77	yes
50	no
48	no
68	yes
50	yes
18	yes
67	yes
39	yes
52	no
73	yes
67	yes
65	yes
30	yes
71	yes
55	no
46	yes
24	yes
34	yes
65	yes
80	yes
50	yes
45	yes
65	yes
37	yes
79	yes
67	yes
71	yes
37	no
38	yes
44	yes
37	yes
50	yes
45	yes
73	yes
23	yes
59	no
67	yes
46	no
67	yes
54	no
59	yes
80	yes
25	yes
18	yes
37	yes
32	yes
54	yes
60	no
74	yes
34	yes
62	yes
36	yes
44	yes
57	yes
74	no
44	no
45	no
30	yes
24	no
63	yes
66	yes
54	yes
75	yes
31	yes
58	yes
45	yes
74	yes
29	yes
32	yes
35	yes
63	yes
68	yes
31	yes
50	yes
77	yes
41	yes
37	yes
50	yes
40	no
35	yes
25	yes
33	yes
68	yes
78	yes
40	yes
47	yes
66	yes
76	yes
68	yes
76	yes
64	yes
29	yes
44	yes
36	yes
52	yes
33	yes
51	yes
25	yes
66	yes
42	yes
65	yes
55	no
20	yes
76	yes
26	no
36	yes
34	no
39	yes
21	no
38	yes
67	yes
63	no
41	yes
68	yes
73	yes
20	yes
31	yes
34	yes
32	yes
50	yes
33	yes
65	yes
71	yes
44	yes
54	no
66	yes
44	yes
34	yes
43	yes
36	no
58	yes
75	yes
53	yes
65	yes
52	yes
35	yes
63	no
28	yes
33	no
25	yes
65	yes
48	yes
25	yes
64	yes
80	yes
49	no
67	yes
59	yes
39	yes
61	yes
40	no
52	yes
46	yes
51	yes
63	yes
31	no
80	yes
80	yes
51	yes
59	no
55	yes
20	no
80	yes
47	no
28	yes
48	yes
63	yes
33	no
55	yes
29	yes
51	no
38	yes
80	yes
34	yes
43	no
41	yes
51	yes
58	yes
55	yes
35	yes
38	yes
39	yes
39	yes
60	no
56	yes
32	yes
24	yes
42	no
72	yes
35	yes
30	yes
60	yes
71	yes
63	yes
32	yes
27	yes
44	yes
62	yes
80	yes
63	yes
43	yes
18	yes
31	yes
19	no
70	yes
35	yes
74	no
37	no
37	no
73	yes
57	no
21	yes
29	yes
52	yes
33	yes
40	yes
80	yes
30	yes
29	yes
40	yes
74	yes
25	no
64	no
50	yes
48	yes
25	no
80	yes
72	yes
69	yes
19	yes
80	yes
49	yes
54	yes
46	yes
80	yes
29	yes
27	no
23	no
77	yes
68	no
77	yes
80	no
68	yes
73	yes
35	yes
26	yes
46	yes
55	no
35	yes
41	yes
26	yes
59	yes
58	yes
45	yes
53	yes
41	yes
34	yes
36	yes
69	yes
29	yes
30	yes
75	yes
69	yes
73	yes
52	yes
32	yes
76	yes
55	yes
28	yes
49	yes
52	yes
68	yes
19	yes
80	no
51	yes
77	yes
65	yes
33	yes
30	yes
38	yes
66	yes
20	yes
80	yes
72	yes
67	yes
48	yes
21	yes
78	yes
34	yes
80	no
41	yes
73	yes
38	yes
69	yes
76	yes
53	yes
49	yes
80	yes
28	yes
57	yes
71	yes
38	yes
36	yes
42	yes
61	yes
53	yes
79	yes
63	yes
37	yes
63	no
56	yes
56	yes
77	yes
26	yes
80	yes
33	yes
67	yes
61	yes
48	yes
55	yes
36	no
78	no
36	yes
64	yes
45	yes
38	yes
24	no
65	yes
37	yes
58	yes
62	yes
44	yes
54	no
42	yes
37	no
32	yes
67	yes
19	yes
34	yes
55	yes
27	yes
38	no
46	no
48	yes
48	yes
49	yes
80	yes
27	yes
61	yes
37	yes
69	yes
19	yes
55	yes
72	yes
20	yes
65	yes
69	yes
79	yes
27	yes
53	yes
35	no
59	yes
47	yes
39	yes
64	no
